owner,address,suburb,postcode,capacity,startDate,endDate,price,longitude,latitude
JftoCfdyXOj0Oln@qq.com,7 Lewis Court,Castle Hill,2154.0,8,2019-05-31,2019-06-03,381,151.0038157,-33.7447598
06u@163.com,25 Clyde Street,Randwick,2031.0,7,2019-04-09,2019-04-12,352,151.24564530000004,-33.9156409
UhYK2eGjl@gmail.com,29 Arthur Lane,Randwick,2031.0,7,2019-03-10,2019-03-16,342,151.2397914,-33.9150659
mKxDySP6aXeyCEw@qq.com,13 Burragulung Street,Randwick,2031.0,4,2018-08-20,2018-08-25,283,151.24918300000004,-33.930081
m@yahoo.com,23 Dean Place,Penrith,2750.0,3,2018-12-17,2018-12-23,251,150.6993876,-33.7424458
cGALMjBiG@hotmail.com,29 Waugh Crescent,Blacktown,2148.0,8,2019-07-19,2019-07-22,275,150.8831711,-33.7770461
Rk0GARU8Ueeno@163.com,29 Rosehill Street,Parramatta,2150.0,7,2019-01-28,2019-01-31,344,150.99877949999996,-33.824737799999994
fik5zRxP@yahoo.com,9 Lyon Street,Mascot,2020.0,5,2019-05-10,2019-05-12,289,151.19923669999997,-33.928886799999994
v6@gmail.com,11 Pope Place,Campbelltown,2560.0,3,2019-01-10,2019-01-12,289,150.8322089,-34.0633735
Rk0GARU8Ueeno@163.com,25 Stanley Street,Surry Hills,2010.0,5,2019-02-15,2019-02-20,340,151.2136149,-33.875719200000006
vo@hotmail.com,29 First Farm Drive,Castle Hill,2154.0,6,2019-07-03,2019-07-09,392,151.0105969,-33.7263764
W@gmail.com,27 Kentwell Avenue,Castle Hill,2154.0,7,2019-02-17,2019-02-19,392,151.0022303,-33.730354399999996
DCfTVXI@yahoo.com,9 Barossa Court,Baulkham Hills,2153.0,1,2019-01-31,2019-02-03,364,150.9651224,-33.7447171
N0yvzkyQ1eX@yahoo.com,1 Highview Avenue,Penrith,2750.0,8,2019-07-21,2019-07-24,339,150.7058006,-33.7434669
csQWhI7@gmail.com,19 Burnett Street,Parramatta,2160.0,7,2018-08-30,2018-09-04,369,150.9792164,-33.829613200000004
CJkZkFKc0QHH@hotmail.com,27 Bellotti Avenue,Baulkham Hills,2153.0,8,2018-10-17,2018-10-22,299,150.9872133,-33.77399570000001
dD@gmail.com,27 Station Road,Auburn,2144.0,4,2018-10-15,2018-10-21,333,151.03605990000003,-33.8486946
wqZLQXAwUUug9A@qq.com,11 Appin Road,Campbelltown,2560.0,7,2019-02-03,2019-02-05,275,150.80885800000001,-34.0762479
nEPP9TXtr1yFx@163.com,13 South Terrace,Bankstown,2196.0,7,2019-07-06,2019-07-13,301,151.05365659999995,-33.9254615
QOiqW6LbDBF@gmail.com,23 Surrey Avenue,Castle Hill,2154.0,3,2018-10-31,2018-11-06,297,150.9973891,-33.7201669
0W0PZ@gmail.com,23 Clovelly Road,Randwick,2031.0,3,2019-03-09,2019-03-16,306,151.24355780000005,-33.9038076
1hcSvigsSxQEY@qq.com,13 Stanley Street,Darlinghurst,2010.0,3,2019-04-27,2019-05-03,378,151.2132231,-33.875632700000004
93h0vSne@hotmail.com,7 Cadigal Avenue,Pyrmont,2009.0,6,2018-11-17,2018-11-18,381,151.1906824,-33.867542
N0yvzkyQ1eX@yahoo.com,3 East Street,Parramatta,2150.0,4,2019-02-21,2019-02-25,363,151.0032767,-33.8176537
KRSJlXAwzGA3w@yahoo.com,21 College Green,Manly,2095.0,1,2019-01-07,2019-01-10,344,151.2920557,-33.8029937
a1qKAsQSZzTm@gmail.com,21 Trouton Place,Pyrmont,2009.0,7,2018-11-22,2018-11-28,275,151.19563169999995,-33.8662199
UhYK2eGjl@gmail.com,21 Savery Crescent,Blacktown,2148.0,4,2019-03-10,2019-03-11,366,150.8973987,-33.787113
xn3ZFu@163.com,19 Winburn Avenue,Kingsford,2032.0,3,2019-03-22,2019-03-27,299,151.21910069999996,-33.9180139
NVagkJY@hotmail.com,21 Harvey Street,Parramatta,2150.0,8,2018-10-08,2018-10-09,334,151.0154601,-33.8130032
i1w9Z@gmail.com,21 Crown Street,Newcastle,2280.0,6,2019-08-03,2019-08-10,353,151.64885139999996,-33.028368300000004
CJkZkFKc0QHH@hotmail.com,9 Fern Place,Blacktown,2148.0,6,2019-04-23,2019-04-28,325,150.9162129,-33.754095
GucBiWCOa8asWqU@gmail.com,13 La Vista Grove,Castle Hill,2154.0,1,2018-10-15,2018-10-21,321,150.9786373,-33.7141253
2bFjl@gmail.com,23 Pavonia Way,Blacktown,2148.0,3,2019-06-03,2019-06-08,399,150.9032979,-33.7983724
i83c4nU9@hotmail.com,3 Weigand Avenue,Bankstown,2200.0,4,2018-12-25,2018-12-28,258,151.0297114,-33.9169641
tR7jnFYxmGS@yahoo.com,17 Lynbrook Court,Castle Hill,2154.0,6,2019-04-01,2019-04-02,287,150.9758601,-33.721142799999996
g8Zthlc0zKDcMA2@gmail.com,17 Hermosa Court,Castle Hill,2154.0,8,2019-01-16,2019-01-21,285,150.980179,-33.7207255
gac009@gmail.com,17 Namuraag Street,Randwick,2031.0,1,2018-09-13,2018-09-18,374,151.24314630000003,-33.932354100000005
0W0PZ@gmail.com,19 Julie Street,Blacktown,2148.0,8,2018-09-01,2018-09-06,284,150.90457869999997,-33.7854865
EtKeNSvBAlX@163.com,11 King Street,Mascot,2018.0,5,2019-02-09,2019-02-13,301,151.2106312,-33.931597700000005
XheqXw@hotmail.com,5 Murray Street,Sydney,2066.0,2,2018-08-20,2018-08-24,346,151.1753236,-33.807179
dSSBogcX5Hy2r62@gmail.com,19 Edgar Street,Baulkham Hills,2153.0,1,2018-11-09,2018-11-11,295,150.9897457,-33.764728399999996
93h0vSne@hotmail.com,7 Auburn Street,Wollongong,2500.0,3,2018-09-20,2018-09-24,292,150.88980690000002,-34.4271094
e5wj@yahoo.com,1 Berwin Place,Baulkham Hills,2153.0,7,2018-11-20,2018-11-23,282,150.9843115,-33.7536251
fik5zRxP@yahoo.com,3 June Street,Blacktown,2148.0,8,2019-08-11,2019-08-14,257,150.9118045,-33.7882231
c16Uqdz0U@163.com,25 Highview Street,Blacktown,2148.0,5,2018-10-05,2018-10-09,362,150.89730780000005,-33.785333
d46nNJDU9HvO@yahoo.com,7 Tindall Street,Campbelltown,2560.0,4,2018-11-01,2018-11-07,365,150.803433,-34.071898
DCfTVXI@yahoo.com,25 Hindmarsh Road,Liverpool,2170.0,8,2018-11-16,2018-11-21,252,150.9134406,-33.912974600000005
Xy@hotmail.com,23 Sir Joseph Banks Street,Bankstown,2200.0,5,2019-04-27,2019-05-03,309,151.0396824,-33.9119824
YRpLsxaZhRd@gmail.com,11 Appian Circuit,Baulkham Hills,2153.0,4,2018-12-05,2018-12-10,387,150.9621955,-33.7588452
nQi0@yahoo.com,17 Kara Street,Randwick,2031.0,5,2019-07-05,2019-07-08,369,151.2422784,-33.9231079
ZwjiyF7ScVZo@yahoo.com,21 Roxborough Park Road,Baulkham Hills,2153.0,1,2018-12-22,2018-12-24,279,150.98785519999996,-33.748225700000006
06u@163.com,21 Rose Terrace,Darlinghurst,2021.0,5,2018-09-29,2018-10-02,286,151.21936330000003,-33.8824916
g8Zthlc0zKDcMA2@gmail.com,15 Clarence Street,North Ryde,2113.0,6,2018-11-12,2018-11-19,380,151.1355143,-33.797829799999995
nQi0@yahoo.com,19 Sarsfield Street,Blacktown,2148.0,6,2018-11-14,2018-11-15,323,150.9157129,-33.7660279
KiktNumRNgYZyD@yahoo.com,3 Vittoria Smith Avenue,Castle Hill,2154.0,7,2018-09-18,2018-09-19,285,151.02055090000005,-33.7299354
93h0vSne@hotmail.com,9 Cheltenham Close,Castle Hill,2154.0,1,2018-11-13,2018-11-19,358,151.0106369,-33.7275592
NMhMV@hotmail.com,27 Coward Street,Mascot,2020.0,5,2019-04-24,2019-04-28,389,151.20425659999995,-33.92689960000001
06u@163.com,17 Rainbow Street,Kingsford,2032.0,8,2019-03-09,2019-03-11,336,151.22981330000005,-33.9247346
W@gmail.com,29 Bank Lane,North Sydney,2060.0,2,2018-10-14,2018-10-20,297,151.2020255,-33.8398582
NgL51xIkX@gmail.com,1 Station Street,Penrith,2750.0,6,2018-10-26,2018-10-27,353,150.69591440000005,-33.750665600000005
AoCQVWlfUX@163.com,29 Edward Street,Pyrmont,2009.0,4,2018-09-16,2018-09-23,315,151.1960736,-33.8699021
EtKeNSvBAlX@163.com,17 Foley Place,Castle Hill,2154.0,4,2018-12-24,2018-12-29,400,151.02289309999995,-33.724957399999994
ZwjiyF7ScVZo@yahoo.com,1 Brougham Street,Darlinghurst,2011.0,5,2019-04-25,2019-04-30,366,151.2224113,-33.870139
foPb@163.com,17 Governors Lane,Wollongong,2500.0,7,2019-06-16,2019-06-18,388,150.8900194,-34.423858
W@gmail.com,1 Hamilton Street,Sydney,2029.0,7,2018-09-18,2018-09-20,253,151.27238730000005,-33.8711598
nPbGeBdRi7V8lFh@163.com,5 Neville Street,Blacktown,2148.0,8,2018-08-20,2018-08-24,328,150.8976872,-33.7592062
pY6jhQ@qq.com,1 Sullivan Street,Blacktown,2148.0,3,2019-07-14,2019-07-15,391,150.88985549999995,-33.7791436
sypTI5PXCr@gmail.com,3 Lambridge Place,Penrith,2750.0,5,2019-02-05,2019-02-11,328,150.6970573,-33.7315522
g8Zthlc0zKDcMA2@gmail.com,17 Bernadette Place,Baulkham Hills,2153.0,6,2019-08-15,2019-08-18,314,150.9769431,-33.7411939
iCnF7eAMj@hotmail.com,15 Doonmore Street,Penrith,2750.0,5,2019-03-29,2019-04-02,358,150.7045786,-33.7560172
Ej8Lo0fzr@gmail.com,21 Bedford Road,Blacktown,2148.0,6,2018-09-06,2018-09-07,346,150.91716730000005,-33.7585739
xn3ZFu@163.com,5 Carrabai Place,Baulkham Hills,2153.0,2,2019-01-07,2019-01-14,256,150.999814,-33.7611191
93h0vSne@hotmail.com,1 Mort Lane,Surry Hills,2010.0,4,2018-10-11,2018-10-16,271,151.21516469999997,-33.890855200000004
KRSJlXAwzGA3w@yahoo.com,3 Boundary Road,Liverpool,2170.0,7,2018-12-02,2018-12-06,331,150.9138496,-33.9360455
Y5I95@gmail.com,23 Marriott Street,Surry Hills,2016.0,4,2019-03-18,2019-03-23,328,151.2114955,-33.8922782
Ayf@hotmail.com,29 Kings Cross Road,Darlinghurst,2010.0,5,2019-05-21,2019-05-25,323,151.2227739,-33.875738299999995
BWwieP4z63px@163.com,3 Marshall Place,North Ryde,2113.0,6,2019-01-19,2019-01-23,327,151.13029530000003,-33.7920253
tR7jnFYxmGS@yahoo.com,29 Dumaresq Street,Campbelltown,2560.0,4,2019-01-09,2019-01-16,347,150.81226919999997,-34.06758
mKxDySP6aXeyCEw@qq.com,21 Megalong Crescent,Campbelltown,2560.0,1,2018-12-30,2019-01-01,381,150.8291601,-34.073433200000004
fik5zRxP@yahoo.com,23 Templar Street,Blacktown,2148.0,1,2019-05-09,2019-05-13,357,150.9155084,-33.7877979
cx@hotmail.com,7 Foy Lane,Sydney,2000.0,1,2019-05-03,2019-05-06,266,151.2096639,-33.8787761
B7tQhuSHvvj@yahoo.com,1 Russell Street,Baulkham Hills,2153.0,3,2018-12-23,2018-12-25,325,151.00017409999995,-33.7685576
93h0vSne@hotmail.com,9 Cole Lane,Bankstown,2200.0,5,2019-04-12,2019-04-15,358,151.03244880000003,-33.916790999999996
NxnNYtbRxMReuUF@163.com,17 Mount Street,Pyrmont,2009.0,2,2019-02-11,2019-02-15,336,151.1921502,-33.8686434
tR7jnFYxmGS@yahoo.com,9 Livingstone Avenue,Baulkham Hills,2153.0,5,2019-07-06,2019-07-12,336,150.9956761,-33.767371399999995
2c08w@163.com,27 Billeroy Avenue,Baulkham Hills,2153.0,4,2019-04-08,2019-04-10,256,150.9673432,-33.752422499999994
i1w9Z@gmail.com,21 Bosley Avenue,Liverpool,2170.0,2,2018-10-17,2018-10-18,382,150.9124124,-33.9119884
AoCQVWlfUX@163.com,17 Savery Crescent,Blacktown,2148.0,6,2018-09-28,2018-10-04,376,150.8977054,-33.78718189999999
foPb@163.com,7 Springfield Place,Penrith,2750.0,1,2019-03-02,2019-03-07,359,150.71265369999998,-33.7518247
B7tQhuSHvvj@yahoo.com,23 Melvey Place,Castle Hill,2154.0,2,2019-05-26,2019-05-30,346,150.97142390000005,-33.7216929
B7tQhuSHvvj@yahoo.com,13 Barwon Place,Campbelltown,2560.0,3,2019-01-21,2019-01-24,254,150.8286793,-34.07419960000001
2c08w@163.com,23 Carnation Avenue,Bankstown,2200.0,4,2019-04-14,2019-04-20,370,151.0433829,-33.9187919
vo@hotmail.com,21 Beulah Street,Kingsford,2032.0,5,2019-08-15,2019-08-18,370,151.23299,-33.9315333
foPb@163.com,15 Curtin Place,Sydney,2000.0,1,2018-12-05,2018-12-08,313,151.2079686,-33.8651828
CJkZkFKc0QHH@hotmail.com,21 Maxwell Street,Blacktown,2148.0,1,2019-01-15,2019-01-17,298,150.8991709,-33.777827200000004
KRSJlXAwzGA3w@yahoo.com,19 Distillery Drive,Pyrmont,2009.0,5,2019-08-05,2019-08-07,359,151.1901989,-33.8683836
hIgW27e2@hotmail.com,17 South Western Motorway,Liverpool,2170.0,8,2019-03-26,2019-03-28,390,150.91485459999996,-33.93821629999999
xnhaYdOAmg9lV@163.com,17 Douglass Lane,Sydney,2118.0,6,2018-12-21,2018-12-26,364,151.0469763,-33.77146810000001
06u@163.com,29 Quinton Road,Manly,2095.0,3,2018-11-30,2018-12-07,323,151.2817695,-33.7929404
NVagkJY@hotmail.com,9 Marjory Place,Baulkham Hills,2153.0,2,2019-06-20,2019-06-23,290,151.00113269999997,-33.7594189
ivAquup5g@hotmail.com,17 Mcmahon Avenue,Liverpool,2170.0,5,2018-12-08,2018-12-11,294,150.9127134,-33.91246829999999
e5wj@yahoo.com,13 Fischer Street,Kingsford,2032.0,8,2018-09-14,2018-09-16,372,151.23487319999995,-33.9326459
rBxn@hotmail.com,11 Lyon Street,Mascot,2020.0,2,2019-04-12,2019-04-19,358,151.1992397,-33.92887279999999
pY6jhQ@qq.com,23 Macken Street,Liverpool,2170.0,5,2018-09-21,2018-09-23,320,150.917194,-33.915786
Rk0GARU8Ueeno@163.com,3 Purchase Street,Parramatta,2150.0,7,2019-01-15,2019-01-17,313,151.0145519,-33.8178357
B7tQhuSHvvj@yahoo.com,27 Riley Street,Darlinghurst,2011.0,3,2019-07-08,2019-07-12,382,151.21539230000005,-33.8728726
syGvGOKi9@163.com,3 Hughes Avenue,Castle Hill,2154.0,2,2019-08-17,2019-08-20,272,150.9900562,-33.730262
p0orNAHm5I@163.com,11 Woodlark Place,Castle Hill,2154.0,1,2019-02-27,2019-03-03,259,151.0309369,-33.72394439999999
xn3ZFu@163.com,17 Keira Lane,Wollongong,2500.0,4,2019-03-24,2019-03-25,400,150.8950811,-34.4164617
NpUAcXNwNn@163.com,3 David Lane,Blacktown,2148.0,5,2018-12-06,2018-12-10,287,150.90794680000005,-33.7696529
csQWhI7@gmail.com,15 Leatherwood Court,Baulkham Hills,2153.0,8,2018-10-30,2018-11-06,305,150.978057,-33.7715858
JX7N4sdMiBWHeuX@qq.com,27 Mears Avenue,Randwick,2031.0,5,2018-10-30,2018-11-05,314,151.24309169999995,-33.917278499999995
BWwieP4z63px@163.com,15 Beaumont Street,Auburn,2144.0,3,2019-01-17,2019-01-18,251,151.020622,-33.8612779
s1Xj@gmail.com,29 Lavender Avenue,Bankstown,2196.0,3,2019-05-25,2019-05-30,289,151.04108090000003,-33.9254916
nQi0@yahoo.com,27 Mort Lane,Randwick,2031.0,1,2019-07-23,2019-07-29,373,151.23907350000005,-33.905156
NMhMV@hotmail.com,23 Columbine Avenue,Bankstown,2200.0,2,2019-06-04,2019-06-06,258,151.0426551,-33.92387279999999
EtKeNSvBAlX@163.com,25 Richmond Crescent,Campbelltown,2560.0,7,2018-11-22,2018-11-28,292,150.8287513,-34.0759532
CJkZkFKc0QHH@hotmail.com,21 Junction Lane,North Sydney,2060.0,2,2019-04-21,2019-04-27,254,151.20919009999997,-33.8405583
cGALMjBiG@hotmail.com,13 Ways Terrace,Pyrmont,2009.0,7,2019-07-03,2019-07-07,348,151.1936635,-33.8658287
gac009@gmail.com,7 Coombes Drive,Penrith,2750.0,5,2018-09-04,2018-09-10,286,150.69701899999995,-33.742447399999996
ZwjiyF7ScVZo@yahoo.com,21 Wells Court,Baulkham Hills,2153.0,2,2019-08-20,2019-08-22,323,150.98365669999995,-33.747138299999996
NMhMV@hotmail.com,25 Derby Street,Penrith,2747.0,4,2019-03-18,2019-03-22,301,150.7162105,-33.7615691
wqZLQXAwUUug9A@qq.com,1 Fitzroy Lane,Surry Hills,2010.0,6,2019-02-16,2019-02-19,375,151.212262,-33.8838158
YRpLsxaZhRd@gmail.com,3 Eta Street,Blacktown,2148.0,4,2019-04-06,2019-04-09,317,150.8961717,-33.7786927
KRSJlXAwzGA3w@yahoo.com,23 Walker Street,Surry Hills,2010.0,7,2018-11-25,2018-11-27,267,151.21111100000005,-33.886111
XpRaxd@hotmail.com,11 Thomas Street,Wollongong,2500.0,3,2019-06-04,2019-06-09,382,150.894914,-34.42227980000001
KRSJlXAwzGA3w@yahoo.com,21 Coventry Court,Castle Hill,2154.0,1,2019-05-17,2019-05-23,323,150.9759379,-33.7191077
s1Xj@gmail.com,17 Balmoral Street,Blacktown,2148.0,1,2018-12-29,2019-01-04,294,150.90321540000005,-33.771201
SPVW@hotmail.com,23 Carruthers Place,Sydney,2566.0,4,2018-08-28,2018-08-30,298,150.85582490000004,-34.0307044
JX7N4sdMiBWHeuX@qq.com,7 Marsh Street,Mascot,2205.0,8,2019-01-08,2019-01-14,379,151.153272,-33.9388969
cGALMjBiG@hotmail.com,1 Wigram Street,Parramatta,2150.0,1,2018-12-19,2018-12-21,347,151.0086806,-33.8265222
XheqXw@hotmail.com,9 Cheriton Avenue,Castle Hill,2154.0,8,2019-08-13,2019-08-17,370,151.00017780000005,-33.7330369
NMhMV@hotmail.com,3 Short St Plaza,Manly,2095.0,7,2019-03-22,2019-03-26,324,151.2861523,-33.796427200000004
AoCQVWlfUX@163.com,7 Peter Street,Blacktown,2148.0,6,2019-03-27,2019-03-29,255,150.9143041,-33.766824
Rk0GARU8Ueeno@163.com,7 Victoria Street,Wollongong,2500.0,4,2019-01-27,2019-01-29,375,150.89236699999995,-34.4225026
06u@163.com,19 Caldwell Place,Blacktown,2148.0,7,2019-03-08,2019-03-10,256,150.9141355,-33.7779035
1hcSvigsSxQEY@qq.com,5 Port Kembla Road,Wollongong,2500.0,6,2018-08-30,2018-09-02,271,150.89683019999995,-34.440565
DCfTVXI@yahoo.com,1 Hillgate Place,Castle Hill,2126.0,2,2019-03-02,2019-03-09,360,151.0307409,-33.725304200000004
93h0vSne@hotmail.com,23 Bow Lane,Kingsford,2032.0,7,2018-09-17,2018-09-24,333,151.2333131,-33.9240356
ZwjiyF7ScVZo@yahoo.com,9 Graham Crescent,Baulkham Hills,2153.0,3,2018-08-29,2018-08-30,316,150.992675,-33.7663629
T8CeIcrLO0vH@gmail.com,15 Glenview Close,Baulkham Hills,2153.0,3,2018-08-24,2018-08-26,325,150.9544164,-33.734279799999996
nEPP9TXtr1yFx@163.com,27 Mulwarree Avenue,Randwick,2031.0,8,2018-12-27,2018-12-30,357,151.2355524,-33.9083945
a1qKAsQSZzTm@gmail.com,7 Mackenzie Street,North Sydney,2060.0,5,2019-04-02,2019-04-06,352,151.20658830000005,-33.841589299999995
cx@hotmail.com,3 Cedar Place,Blacktown,2148.0,5,2018-12-10,2018-12-16,323,150.894036,-33.7852497
W@gmail.com,13 Tankstream Way,Sydney,2000.0,2,2018-08-25,2018-08-30,263,151.208654,-33.8639041
Rk0GARU8Ueeno@163.com,23 General Bridges Crescent,Kingsford,2032.0,4,2019-01-25,2019-01-27,378,151.227785,-33.9260736
YVv7a2h@qq.com,21 Rodley Avenue,Penrith,2750.0,3,2019-05-21,2019-05-28,307,150.6906431,-33.7544156
W@gmail.com,21 Violet Avenue,Liverpool,2170.0,1,2018-10-23,2018-10-28,337,150.9159852,-33.9134624
nPbGeBdRi7V8lFh@163.com,13 Pardey Street,Kingsford,2032.0,3,2018-08-24,2018-08-28,293,151.2353581,-33.9336135
KiktNumRNgYZyD@yahoo.com,7 Liverpool Street,Darlinghurst,2021.0,7,2019-06-06,2019-06-09,387,151.2242806,-33.8830593
XheqXw@hotmail.com,21 Yerong Place,Castle Hill,2154.0,8,2019-07-31,2019-08-06,299,151.0028132,-33.7175499
B7tQhuSHvvj@yahoo.com,19 Toledo Place,Baulkham Hills,2153.0,8,2019-07-29,2019-08-03,318,150.9665784,-33.7653501
T8CeIcrLO0vH@gmail.com,7 De Witt Street,Bankstown,2200.0,4,2018-12-27,2018-12-31,302,151.0312707,-33.9282925
mRu@gmail.com,29 Robertson Street,Wollongong,2505.0,3,2018-09-04,2018-09-08,394,150.8931726,-34.4846305
NxnNYtbRxMReuUF@163.com,25 Ula Crescent,Baulkham Hills,2153.0,8,2018-12-23,2018-12-29,282,150.998177,-33.7606998
S5eNoKeN@qq.com,7 Barrack Lane,Parramatta,2150.0,7,2019-03-13,2019-03-17,337,151.00698219999995,-33.81489129999999
rBxn@hotmail.com,3 Macquarie Place,Sydney,2223.0,7,2019-06-20,2019-06-23,341,151.0796503,-33.9709826
NnOOc6@163.com,13 Daphne Avenue,Bankstown,2200.0,6,2019-08-16,2019-08-20,275,151.0412451,-33.924628799999994
hIgW27e2@hotmail.com,15 Petrizzi Place,Baulkham Hills,2153.0,7,2018-10-06,2018-10-12,268,150.9845813,-33.7532334
Bt9zZona2au@hotmail.com,17 Farrier Place,Castle Hill,2154.0,4,2019-05-12,2019-05-16,275,150.9875142,-33.7108673
W@gmail.com,17 Purchase Street,Parramatta,2150.0,2,2018-10-03,2018-10-06,396,151.01457319999997,-33.8178378
sypTI5PXCr@gmail.com,5 Conrad Street,North Ryde,2113.0,4,2018-09-19,2018-09-25,345,151.137293,-33.8051519
XheqXw@hotmail.com,11 Duck Street,Auburn,2144.0,1,2019-06-23,2019-06-26,335,151.02804819999997,-33.8358189
wqZLQXAwUUug9A@qq.com,15 Wood Street,Manly,2095.0,7,2018-12-13,2018-12-15,316,151.2870335,-33.8035841
GucBiWCOa8asWqU@gmail.com,5 George Street,Blacktown,2148.0,8,2018-11-05,2018-11-06,303,150.91108490000005,-33.768868299999994
Ayf@hotmail.com,19 Bradley Lane,Randwick,2031.0,1,2019-04-06,2019-04-07,252,151.2358056,-33.913757700000005
EtKeNSvBAlX@163.com,25 Gawain Court,Castle Hill,2156.0,1,2019-06-21,2019-06-26,321,150.9972388,-33.7117711
EtKeNSvBAlX@163.com,17 Olive Way,Auburn,2144.0,2,2019-05-28,2019-05-31,382,151.0202285,-33.8744937
c16Uqdz0U@163.com,15 Castlereagh Street,Sydney,2000.0,6,2019-02-15,2019-02-16,328,151.20965800000005,-33.866862299999994
NpUAcXNwNn@163.com,27 Sackville Street,Blacktown,2148.0,6,2019-04-12,2019-04-18,253,150.9200185,-33.76405400000001
clh@hotmail.com,7 Forge Street,Blacktown,2148.0,1,2019-03-31,2019-04-01,305,150.91055490000005,-33.7555778
nEPP9TXtr1yFx@163.com,27 Chapel Street,Randwick,2031.0,1,2019-07-18,2019-07-20,341,151.246228,-33.9099367
NVagkJY@hotmail.com,19 Winter Place,Blacktown,2148.0,7,2019-01-18,2019-01-22,384,150.91215649999995,-33.7908769
NxnNYtbRxMReuUF@163.com,1 Crawford Place,Surry Hills,2010.0,6,2018-12-21,2018-12-23,299,151.211948,-33.8828571
0@yahoo.com,23 Albion Lane,Randwick,2024.0,6,2019-06-24,2019-06-29,261,151.25465,-33.9029969
dD@gmail.com,13 Thompson Place,Baulkham Hills,2153.0,4,2018-12-04,2018-12-06,290,150.9796207,-33.7515023
NgL51xIkX@gmail.com,29 Chester Avenue,Baulkham Hills,2153.0,5,2019-05-22,2019-05-27,380,150.9746243,-33.7659317
v6@gmail.com,7 Hazelbank Road,North Sydney,2065.0,2,2019-07-22,2019-07-29,264,151.2017979,-33.8330838
1jvSIwrAV64yq@gmail.com,5 Station Street,Penrith,2750.0,4,2019-05-10,2019-05-12,288,150.6958136,-33.750932399999996
cGALMjBiG@hotmail.com,13 Euston Road,Auburn,2144.0,4,2019-04-10,2019-04-15,340,151.01923200000004,-33.8520109
ZwjiyF7ScVZo@yahoo.com,29 Blacktown Road,Blacktown,2148.0,6,2018-12-29,2019-01-01,398,150.91793080000005,-33.77489979999999
rBxn@hotmail.com,13 Mount Auburn Road,Auburn,2141.0,3,2019-03-04,2019-03-05,259,151.0331945,-33.8673659
jhvSFG7S4BNW@yahoo.com,25 Napier Street,Parramatta,2145.0,4,2019-02-09,2019-02-11,275,150.99472769999997,-33.8206657
CJkZkFKc0QHH@hotmail.com,11 Alberta Street,Sydney,2000.0,1,2019-05-24,2019-05-29,284,151.21056090000005,-33.8777446
1jvSIwrAV64yq@gmail.com,7 Yerriebah Place,Castle Hill,2154.0,8,2018-08-25,2018-09-01,330,151.00115549999995,-33.7186768
ivAquup5g@hotmail.com,13 Gardenset Grove,Blacktown,2148.0,8,2019-05-22,2019-05-27,345,150.8994449,-33.7939056
SPVW@hotmail.com,3 Christie Street,Liverpool,2170.0,5,2019-02-24,2019-02-26,301,150.91544019999995,-33.9331463
DCfTVXI@yahoo.com,29 Linden Lane,Surry Hills,2010.0,3,2018-10-05,2018-10-11,395,151.216542,-33.88179470000001
KiktNumRNgYZyD@yahoo.com,7 Carey Street,Liverpool,2170.0,1,2018-11-18,2018-11-21,277,150.9195212,-33.928098999999996
jGDRtOJlwggv@163.com,7 Elizabeth Avenue,Mascot,2020.0,1,2018-12-23,2018-12-29,290,151.1927737,-33.9309703
e5wj@yahoo.com,17 Pendant Avenue,Blacktown,2148.0,7,2018-11-08,2018-11-09,255,150.91325880000005,-33.7889963
r8JoPOEvnY@qq.com,21 Old Castle Hill Road,Castle Hill,2154.0,8,2018-10-02,2018-10-06,397,151.0072833,-33.7308042
cx@hotmail.com,19 Hidcote Road,Campbelltown,2560.0,3,2019-05-02,2019-05-07,283,150.79159669999999,-34.0744787
p0orNAHm5I@163.com,7 Fiona Avenue,Castle Hill,2154.0,7,2019-07-29,2019-08-04,284,150.9912654,-33.7375496
dvG@yahoo.com,9 Burdett Crescent,Blacktown,2148.0,6,2019-02-01,2019-02-04,292,150.8912187,-33.7697125
fik5zRxP@yahoo.com,17 Meroo Street,Blacktown,2148.0,2,2019-03-25,2019-03-28,347,150.8990304,-33.7712345
AoCQVWlfUX@163.com,11 Bourke Road,Mascot,2020.0,4,2018-12-20,2018-12-23,320,151.18725519999995,-33.9228853
GucBiWCOa8asWqU@gmail.com,11 Apsley Avenue,Kingsford,2032.0,2,2019-05-12,2019-05-15,387,151.2304739,-33.9292058
QOiqW6LbDBF@gmail.com,9 Haran Street,Mascot,2020.0,6,2019-03-16,2019-03-21,274,151.1903081,-33.9232782
pY6jhQ@qq.com,13 Kenneth Road,Manly,2093.0,3,2019-04-11,2019-04-14,313,151.264507,-33.786484200000004
g8Zthlc0zKDcMA2@gmail.com,3 Kirketon Road,Darlinghurst,2010.0,4,2019-05-10,2019-05-14,324,151.22121030000002,-33.875643200000006
ivAquup5g@hotmail.com,1 Lawson Place,Manly,2095.0,6,2019-01-30,2019-02-01,333,151.2814355,-33.7941393
xnhaYdOAmg9lV@163.com,3 Gawain Court,Castle Hill,2156.0,1,2018-12-26,2018-12-28,258,150.99497130000003,-33.711976799999995
1jvSIwrAV64yq@gmail.com,9 Monroe Street,Blacktown,2148.0,7,2019-06-23,2019-06-28,288,150.9103169,-33.7791821
Ouaj@qq.com,15 Laurel Place,Liverpool,2170.0,4,2018-09-19,2018-09-25,257,150.9098779,-33.9344763
